Date,Close
1/3/2022 16:00:00,338.54
1/4/2022 16:00:00,336.53
1/5/2022 16:00:00,324.17
1/6/2022 16:00:00,332.46
1/7/2022 16:00:00,331.79
1/10/2022 16:00:00,328.07
1/11/2022 16:00:00,334.37
1/12/2022 16:00:00,333.26
1/13/2022 16:00:00,326.48
1/14/2022 16:00:00,331.9
1/18/2022 16:00:00,318.15
1/19/2022 16:00:00,319.59
1/20/2022 16:00:00,316.56
1/21/2022 16:00:00,303.17
1/24/2022 16:00:00,308.71
1/25/2022 16:00:00,300.15
1/26/2022 16:00:00,294.63
1/27/2022 16:00:00,294.64
1/28/2022 16:00:00,301.71
1/31/2022 16:00:00,313.26
2/1/2022 16:00:00,319
2/2/2022 16:00:00,323
2/3/2022 16:00:00,237.76
2/4/2022 16:00:00,237.09
2/7/2022 16:00:00,224.91
2/8/2022 16:00:00,220.18
2/9/2022 16:00:00,232
2/10/2022 16:00:00,228.07
2/11/2022 16:00:00,219.55
2/14/2022 16:00:00,217.7
2/15/2022 16:00:00,221
2/16/2022 16:00:00,216.54
2/17/2022 16:00:00,207.71
2/18/2022 16:00:00,206.16
2/22/2022 16:00:00,202.08
2/23/2022 16:00:00,198.45
2/24/2022 16:00:00,207.6
2/25/2022 16:00:00,210.48
2/28/2022 16:00:00,211.03
3/1/2022 16:00:00,203.49
3/2/2022 16:00:00,208.11
3/3/2022 16:00:00,202.97
3/4/2022 16:00:00,200.06
3/7/2022 16:00:00,187.47
3/8/2022 16:00:00,190.29
3/9/2022 16:00:00,198.5
3/10/2022 16:00:00,195.21
3/11/2022 16:00:00,187.61
3/14/2022 16:00:00,186.63
3/15/2022 16:00:00,192.03
3/16/2022 16:00:00,203.63
3/17/2022 16:00:00,207.84
3/18/2022 16:00:00,216.49
3/21/2022 16:00:00,211.49
3/22/2022 16:00:00,216.65
3/23/2022 16:00:00,213.46
3/24/2022 16:00:00,219.57
3/25/2022 16:00:00,221.82
3/28/2022 16:00:00,223.59
3/29/2022 16:00:00,229.86
3/30/2022 16:00:00,227.85
3/31/2022 16:00:00,222.36
4/1/2022 16:00:00,224.85
4/4/2022 16:00:00,233.89
4/5/2022 16:00:00,231.84
4/6/2022 16:00:00,223.3
4/7/2022 16:00:00,222.95
4/8/2022 16:00:00,222.33
4/11/2022 16:00:00,216.46
4/12/2022 16:00:00,214.14
4/13/2022 16:00:00,214.99
4/14/2022 16:00:00,210.18
4/18/2022 16:00:00,210.77
4/19/2022 16:00:00,217.31
4/20/2022 16:00:00,200.42
4/21/2022 16:00:00,188.07
4/22/2022 16:00:00,184.11
4/25/2022 16:00:00,186.99
4/26/2022 16:00:00,180.95
4/27/2022 16:00:00,174.95
4/28/2022 16:00:00,205.73
4/29/2022 16:00:00,200.47
5/2/2022 16:00:00,211.13
5/3/2022 16:00:00,212.03
5/4/2022 16:00:00,223.41
5/5/2022 16:00:00,208.28
5/6/2022 16:00:00,203.77
5/9/2022 16:00:00,196.21
5/10/2022 16:00:00,197.65
5/11/2022 16:00:00,188.74
5/12/2022 16:00:00,191.24
5/13/2022 16:00:00,198.62
5/16/2022 16:00:00,200.04
5/17/2022 16:00:00,202.62
5/18/2022 16:00:00,192.24
5/19/2022 16:00:00,191.29
5/20/2022 16:00:00,193.54
5/23/2022 16:00:00,196.23
5/24/2022 16:00:00,181.28
5/25/2022 16:00:00,183.83
5/26/2022 16:00:00,191.63
5/27/2022 16:00:00,195.13
5/31/2022 16:00:00,193.64
6/1/2022 16:00:00,188.64
6/2/2022 16:00:00,198.86
6/3/2022 16:00:00,190.78
6/6/2022 16:00:00,194.25
6/7/2022 16:00:00,195.65
6/8/2022 16:00:00,196.64
6/9/2022 16:00:00,184
6/10/2022 16:00:00,175.57
6/13/2022 16:00:00,164.26
6/14/2022 16:00:00,163.73
6/15/2022 16:00:00,169.35
6/16/2022 16:00:00,160.87
6/17/2022 16:00:00,163.74
6/21/2022 16:00:00,157.05
6/22/2022 16:00:00,155.85
6/23/2022 16:00:00,158.75
6/24/2022 16:00:00,170.16
6/27/2022 16:00:00,169.49
6/28/2022 16:00:00,160.68
